"timestamp","categoria","accion","detalles","resultados","duracion_ns","nota"
"2025-12-17 03:32:42","SEARCH","findAll por apellido","apellido=VARGAS",4,227700,""
"2025-12-17 03:32:56","SEARCH","SLL-findAll por apellido","apellido=VARGAS",4,138800,""
"2025-12-17 03:34:57","LOAD","Dataset oficial","archivo=citas_100.csv",100,0,""
"2025-12-17 03:35:19","SEARCH","SLL-findAll por apellido","apellido=VARGAS",4,159100,""
"2025-12-17 03:35:29","SEARCH","SLL-First por apellido","apellido=VARGAS",1,17700,""
"2025-12-17 03:35:42","SEARCH","SLL-Last por apellido","apellido=VARGAS",4,118400,""
"2025-12-17 03:37:55","LOAD","Dataset oficial","archivo=citas_100_casi_ordenadas.csv",100,0,""
"2025-12-17 03:38:43","LOAD","Dataset oficial","archivo=hola.csv",0,0,""
"2025-12-17 03:39:01","LOAD","Dataset oficial","archivo=inventario_500_inverso.csv",500,0,""
"2025-12-17 03:39:27","LOAD","Dataset oficial","archivo=citas_100.csv",100,0,""
"2025-12-17 03:39:31","LOAD","Dataset oficial","archivo=inventario_500_inverso.csv",500,0,""
"2025-12-17 03:42:20","LOAD","Dataset oficial","archivo=citas_100.csv",100,0,""
"2025-12-17 03:53:14","LOAD","Dataset oficial","archivo=citas_100.csv",100,0,""
"2025-12-17 03:53:36","LOAD","Dataset oficial","archivo=pacientes_500.csv",500,0,""
"2025-12-17 03:54:46","LOAD","Dataset oficial","archivo=citas_100.csv",100,0,""
"2025-12-17 03:54:56","LOAD","Dataset oficial","archivo=citas_100.csv",100,0,""
"2025-12-17 04:04:44","LOAD","Dataset oficial","archivo=citas_100.csv",100,0,""
"2025-12-17 04:06:21","LOAD","Dataset oficial","archivo=citas_100.csv",100,0,""
"2025-12-17 04:07:03","LOAD","Dataset oficial","archivo=citas_100.csv",100,0,""
"2025-12-17 04:11:15","LOAD","Dataset oficial","archivo=citas_100.csv",100,0,""
"2025-12-17 04:13:44","LOAD","Dataset oficial","archivo=citas_100.csv",100,0,""
"2025-12-17 04:14:24","LOAD","Dataset oficial","archivo=citas_100.csv",100,0,""
"2025-12-17 04:14:39","LOAD","Dataset oficial","archivo=citas_100.csv",100,0,""
"2025-12-17 04:15:02","LOAD","Dataset oficial","archivo=citas_100.csv",100,0,""
"2025-12-17 04:15:22","LOAD","Dataset oficial","archivo=inventario_500_inverso.csv",500,0,""
"2025-12-17 04:17:49","LOAD","Dataset oficial","archivo=citas_100.csv",100,0,""
"2025-12-17 04:17:55","LOAD","Dataset oficial","archivo=inventario_500_inverso.csv",500,0,""
"2025-12-17 04:20:04","LOAD","Dataset oficial","archivo=citas_100.csv",100,0,""
"2025-12-17 04:20:48","LOAD","Dataset oficial","archivo=citas_100.csv",100,0,""
"2025-12-17 04:22:50","LOAD","Dataset oficial","archivo=citas_100.csv",100,0,""
